,0
2327,Stromal cell_Car3 high(Bladder)
2328,Stromal cell_Dpt high(Bladder)
2329,Stromal cell_Dpt high(Bladder)
2330,Mesenchymal stromal cell(Bladder)
2331,Stromal cell_Dpt high(Bladder)
2332,Stromal cell_Dpt high(Bladder)
2333,Urothelium(Bladder)
2334,Stromal cell_Dpt high(Bladder)
2335,Stromal cell_Dpt high(Bladder)
2336,Basal epithelial cell(Bladder)
2337,Smooth muscle cell(Bladder)
2338,Epithelial cell_Upk3a high(Bladder)
2339,Mesenchymal stromal cell(Bladder)
2340,Epithelial cell_Upk3a high(Bladder)
2341,Epithelial cell_Upk3a high(Bladder)
2342,Mesenchymal stromal cell(Bladder)
2343,Mesenchymal stromal cell(Bladder)
2344,Basal epithelial cell(Bladder)
2345,Dendritic cell_Cd74 high(Bladder)
2346,Stromal cell_Dpt high(Bladder)
2347,Stromal cell_Dpt high(Bladder)
2348,Mesenchymal stromal cell(Bladder)
2349,Stromal cell_Car3 high(Bladder)
2350,Epithelial cell_Gm23935 high(Bladder)
2351,Mesenchymal stromal cell(Bladder)
2352,Endothelial cell_Ly6c1 high(Bladder)
2353,Mesenchymal stromal cell(Bladder)
2354,Stromal cell_Dpt high(Bladder)
2355,Basal epithelial cell(Bladder)
2356,Epithelial cell_Upk3a high(Bladder)
2357,Stromal cell_Car3 high(Bladder)
2358,Endothelial cell_Ly6c1 high(Bladder)
2359,Stromal cell_Car3 high(Bladder)
2360,Stromal cell_Car3 high(Bladder)
2361,Stromal cell_Car3 high(Bladder)
2362,Epithelial cell_Upk3a high(Bladder)
2363,Epithelial cell_Upk3a high(Bladder)
2364,Mesenchymal stromal cell(Bladder)
2365,Epithelial cell_Upk3a high(Bladder)
2366,Macrophage_Pf4 high(Bladder)
2367,Vascular endothelial cell(Bladder)
2368,Stromal cell_Dpt high(Bladder)
2369,Stromal cell_Dpt high(Bladder)
2370,Mesenchymal stromal cell(Bladder)
2371,Epithelial cell_Upk3a high(Bladder)
2372,Epithelial cell_Upk3a high(Bladder)
2373,Stromal cell_Car3 high(Bladder)
2374,Macrophage_Pf4 high(Bladder)
2375,NK cell(Bladder)
2376,Stromal cell_Car3 high(Bladder)
2377,Macrophage_Pf4 high(Bladder)
2378,Mesenchymal stromal cell(Bladder)
2379,Dendritic cell_Lyz2 high(Bladder)
2380,Macrophage_Pf4 high(Bladder)
2381,Smooth muscle cell(Bladder)
2382,Epithelial cell_Upk3a high(Bladder)
2383,Epithelial cell_Upk3a high(Bladder)
2384,Stromal cell_Dpt high(Bladder)
2385,Basal epithelial cell(Bladder)
2386,Endothelial cell_Ly6c1 high(Bladder)
2387,Mesenchymal stromal cell(Bladder)
2388,Mesenchymal stromal cell(Bladder)
2389,Stromal cell_Dpt high(Bladder)
2390,Epithelial cell_Upk3a high(Bladder)
2391,Epithelial cell_Upk3a high(Bladder)
2392,Vascular endothelial cell(Bladder)
2393,Macrophage_Pf4 high(Bladder)
2394,Vascular endothelial cell(Bladder)
2395,Stromal cell_Dpt high(Bladder)
2396,Epithelial cell_Upk3a high(Bladder)
2397,Mesenchymal stromal cell(Bladder)
2398,Epithelial cell_Upk3a high(Bladder)
2399,Epithelial cell_Upk3a high(Bladder)
2400,Mesenchymal stromal cell(Bladder)
2401,Epithelial cell_Gm23935 high(Bladder)
2402,Dendritic cell_Lyz2 high(Bladder)
2403,Stromal cell_Car3 high(Bladder)
2404,Dendritic cell_Lyz2 high(Bladder)
2405,Epithelial cell_Upk3a high(Bladder)
2406,Epithelial cell_Upk3a high(Bladder)
2407,Stromal cell_Dpt high(Bladder)
2408,Smooth muscle cell(Bladder)
2409,Stromal cell_Car3 high(Bladder)
2410,Endothelial cell_Ly6c1 high(Bladder)
2411,Epithelial cell_Upk3a high(Bladder)
2412,NK cell(Bladder)
2413,Stromal cell_Dpt high(Bladder)
2414,Dendritic cell_Cd74 high(Bladder)
2415,Smooth muscle cell(Bladder)
2416,Mesenchymal stromal cell(Bladder)
2417,Stromal cell_Dpt high(Bladder)
2418,Epithelial cell_Upk3a high(Bladder)
2419,Epithelial cell_Upk3a high(Bladder)
2420,Stromal cell_Dpt high(Bladder)
2421,Smooth muscle cell(Bladder)
2422,Vascular smooth muscle progenitor cell(Bladder)
2423,Smooth muscle cell(Bladder)
2424,Urothelium(Bladder)
2425,Stromal cell_Dpt high(Bladder)
2426,Epithelial cell_Gm23935 high(Bladder)
2427,Vascular endothelial cell(Bladder)
2428,Basal epithelial cell(Bladder)
2429,Dendritic cell_Cd74 high(Bladder)
2430,Mesenchymal stromal cell(Bladder)
2431,Stromal cell_Dpt high(Bladder)
2432,Stromal cell_Dpt high(Bladder)
2433,Mesenchymal stromal cell(Bladder)
2434,Macrophage_Pf4 high(Bladder)
2435,Stromal cell_Dpt high(Bladder)
2436,Endothelial cell_Ly6c1 high(Bladder)
2437,Epithelial cell_Upk3a high(Bladder)
2438,Mesenchymal stromal cell(Bladder)
2439,Epithelial cell_Upk3a high(Bladder)
2440,Mesenchymal stromal cell(Bladder)
2441,Mesenchymal stromal cell(Bladder)
2442,Stromal cell_Dpt high(Bladder)
2443,Epithelial cell_Upk3a high(Bladder)
2444,Epithelial cell_Upk3a high(Bladder)
2445,Smooth muscle cell(Bladder)
2446,Mesenchymal stromal cell(Bladder)
2447,Mesenchymal stromal cell(Bladder)
2448,Smooth muscle cell(Bladder)
2449,Epithelial cell_Upk3a high(Bladder)
2450,Stromal cell_Dpt high(Bladder)
2451,Stromal cell_Car3 high(Bladder)
2452,Smooth muscle cell(Bladder)
2453,Stromal cell_Dpt high(Bladder)
2454,Stromal cell_Dpt high(Bladder)
2455,Smooth muscle cell(Bladder)
2456,Stromal cell_Dpt high(Bladder)
2457,Stromal cell_Dpt high(Bladder)
2458,Epithelial cell_Gm23935 high(Bladder)
2459,Dendritic cell_Lyz2 high(Bladder)
2460,Mesenchymal stromal cell(Bladder)
2461,Mesenchymal stromal cell(Bladder)
2462,Stromal cell_Dpt high(Bladder)
2463,Mesenchymal stromal cell(Bladder)
2464,Endothelial cell_Ly6c1 high(Bladder)
2465,Urothelium(Bladder)
2466,Smooth muscle cell(Bladder)
2467,Epithelial cell_Upk3a high(Bladder)
2468,Epithelial cell_Upk3a high(Bladder)
2469,Dendritic cell_Lyz2 high(Bladder)
2470,Epithelial cell_Upk3a high(Bladder)
2471,Stromal cell_Dpt high(Bladder)
2472,Mesenchymal stromal cell(Bladder)
2473,Epithelial cell_Gm23935 high(Bladder)
2474,Epithelial cell_Upk3a high(Bladder)
2475,Basal epithelial cell(Bladder)
2476,Epithelial cell_Gm23935 high(Bladder)
2477,Mesenchymal stromal cell(Bladder)
2478,Mesenchymal stromal cell(Bladder)
2479,Stromal cell_Dpt high(Bladder)
2480,Dendritic cell_Cd74 high(Bladder)
2481,Epithelial cell_Upk3a high(Bladder)
2482,Stromal cell_Car3 high(Bladder)
2483,Epithelial cell_Upk3a high(Bladder)
2484,Mesenchymal stromal cell(Bladder)
2485,Stromal cell_Car3 high(Bladder)
2486,Mesenchymal stromal cell(Bladder)
2487,Mesenchymal stromal cell(Bladder)
2488,Epithelial cell_Upk3a high(Bladder)
2489,Mesenchymal stromal cell(Bladder)
2490,Basal epithelial cell(Bladder)
2491,Macrophage_Pf4 high(Bladder)
2492,Epithelial cell_Upk3a high(Bladder)
2493,Epithelial cell_Upk3a high(Bladder)
2494,Epithelial cell_Upk3a high(Bladder)
2495,Macrophage_Pf4 high(Bladder)
2496,Epithelial cell_Upk3a high(Bladder)
2497,Mesenchymal stromal cell(Bladder)
2498,Macrophage_Pf4 high(Bladder)
2499,Mesenchymal stromal cell(Bladder)
2500,Urothelium(Bladder)
2501,Macrophage_Pf4 high(Bladder)
2502,Mesenchymal stromal cell(Bladder)
2503,Mesenchymal stromal cell(Bladder)
2504,Stromal cell_Car3 high(Bladder)
2505,Mesenchymal stromal cell(Bladder)
2506,Epithelial cell_Upk3a high(Bladder)
2507,Mesenchymal stromal cell(Bladder)
2508,Stromal cell_Dpt high(Bladder)
2509,Epithelial cell_Upk3a high(Bladder)
2510,NK cell(Bladder)
2511,NK cell(Bladder)
2512,Epithelial cell_Upk3a high(Bladder)
2513,Smooth muscle cell(Bladder)
2514,Epithelial cell_Upk3a high(Bladder)
2515,Stromal cell_Dpt high(Bladder)
2516,Vascular endothelial cell(Bladder)
2517,Epithelial cell_Upk3a high(Bladder)
2518,Epithelial cell_Upk3a high(Bladder)
2519,Basal epithelial cell(Bladder)
2520,Epithelial cell_Upk3a high(Bladder)
2521,Smooth muscle cell(Bladder)
2522,Urothelium(Bladder)
2523,Epithelial cell_Upk3a high(Bladder)
2524,Epithelial cell_Gm23935 high(Bladder)
2525,Mesenchymal stromal cell(Bladder)
2526,Mesenchymal stromal cell(Bladder)
2527,Stromal cell_Dpt high(Bladder)
2528,Stromal cell_Dpt high(Bladder)
2529,Stromal cell_Dpt high(Bladder)
2530,NK cell(Bladder)
2531,Stromal cell_Dpt high(Bladder)
2532,Dendritic cell_Cd74 high(Bladder)
2533,Epithelial cell_Upk3a high(Bladder)
2534,Mesenchymal stromal cell(Bladder)
2535,Dendritic cell_Lyz2 high(Bladder)
2536,Smooth muscle cell(Bladder)
2537,Stromal cell_Dpt high(Bladder)
2538,Epithelial cell_Upk3a high(Bladder)
2539,Epithelial cell_Upk3a high(Bladder)
2540,Stromal cell_Dpt high(Bladder)
2541,Epithelial cell_Upk3a high(Bladder)
2542,Epithelial cell_Upk3a high(Bladder)
2543,Mesenchymal stromal cell(Bladder)
2544,Epithelial cell_Upk3a high(Bladder)
2545,Stromal cell_Dpt high(Bladder)
2546,Mesenchymal stromal cell(Bladder)
2547,Smooth muscle cell(Bladder)
2548,Smooth muscle cell(Bladder)
2549,Smooth muscle cell(Bladder)
2550,Stromal cell_Dpt high(Bladder)
2551,Mesenchymal stromal cell(Bladder)
2552,Epithelial cell_Upk3a high(Bladder)
2553,Mesenchymal stromal cell(Bladder)
2554,Stromal cell_Dpt high(Bladder)
2555,Epithelial cell_Gm23935 high(Bladder)
2556,Smooth muscle cell(Bladder)
2557,Basal epithelial cell(Bladder)
2558,Epithelial cell_Upk3a high(Bladder)
2559,Epithelial cell_Upk3a high(Bladder)
2560,Urothelium(Bladder)
2561,Epithelial cell_Upk3a high(Bladder)
2562,Mesenchymal stromal cell(Bladder)
2563,Epithelial cell_Upk3a high(Bladder)
2564,Epithelial cell_Upk3a high(Bladder)
2565,Stromal cell_Dpt high(Bladder)
2566,Stromal cell_Dpt high(Bladder)
2567,Epithelial cell_Upk3a high(Bladder)
2568,Epithelial cell_Upk3a high(Bladder)
2569,Mesenchymal stromal cell(Bladder)
2570,Epithelial cell_Upk3a high(Bladder)
2571,Epithelial cell_Upk3a high(Bladder)
2572,Vascular endothelial cell(Bladder)
2573,Basal epithelial cell(Bladder)
2574,Epithelial cell_Upk3a high(Bladder)
2575,Stromal cell_Dpt high(Bladder)
2576,Epithelial cell_Gm23935 high(Bladder)
2577,Dendritic cell_Lyz2 high(Bladder)
2578,Stromal cell_Dpt high(Bladder)
2579,Smooth muscle cell(Bladder)
2580,Epithelial cell_Upk3a high(Bladder)
2581,Mesenchymal stromal cell(Bladder)
2582,NK cell(Bladder)
2583,Stromal cell_Dpt high(Bladder)
2584,Smooth muscle cell(Bladder)
2585,Mesenchymal stromal cell(Bladder)
2586,Stromal cell_Dpt high(Bladder)
2587,Epithelial cell_Upk3a high(Bladder)
2588,Smooth muscle cell(Bladder)
2589,Epithelial cell_Upk3a high(Bladder)
2590,Epithelial cell_Upk3a high(Bladder)
2591,Endothelial cell_Ly6c1 high(Bladder)
2592,Epithelial cell_Upk3a high(Bladder)
2593,Stromal cell_Dpt high(Bladder)
2594,Epithelial cell_Upk3a high(Bladder)
2595,Basal epithelial cell(Bladder)
2596,Stromal cell_Dpt high(Bladder)
2597,Vascular endothelial cell(Bladder)
2598,Macrophage_Pf4 high(Bladder)
2599,Epithelial cell_Upk3a high(Bladder)
2600,Mesenchymal stromal cell(Bladder)
2601,Mesenchymal stromal cell(Bladder)
2602,Urothelium(Bladder)
2603,Mesenchymal stromal cell(Bladder)
2604,Smooth muscle cell(Bladder)
2605,Stromal cell_Dpt high(Bladder)
2606,Stromal cell_Car3 high(Bladder)
2607,Epithelial cell_Upk3a high(Bladder)
2608,Epithelial cell_Upk3a high(Bladder)
2609,Mesenchymal stromal cell(Bladder)
2610,Epithelial cell_Upk3a high(Bladder)
2611,Stromal cell_Dpt high(Bladder)
2612,Epithelial cell_Upk3a high(Bladder)
2613,Vascular endothelial cell(Bladder)
2614,Epithelial cell_Upk3a high(Bladder)
2615,Stromal cell_Dpt high(Bladder)
2616,Stromal cell_Dpt high(Bladder)
2617,Smooth muscle cell(Bladder)
2618,Smooth muscle cell(Bladder)
2619,Stromal cell_Dpt high(Bladder)
2620,Epithelial cell_Upk3a high(Bladder)
2621,Stromal cell_Dpt high(Bladder)
2622,Stromal cell_Dpt high(Bladder)
2623,Epithelial cell_Upk3a high(Bladder)
2624,Mesenchymal stromal cell(Bladder)
2625,Mesenchymal stromal cell(Bladder)
2626,Epithelial cell_Upk3a high(Bladder)
2627,Mesenchymal stromal cell(Bladder)
2628,Basal epithelial cell(Bladder)
2629,Epithelial cell_Upk3a high(Bladder)
2630,Smooth muscle cell(Bladder)
2631,Mesenchymal stromal cell(Bladder)
2632,Epithelial cell_Upk3a high(Bladder)
2633,Urothelium(Bladder)
2634,Epithelial cell_Gm23935 high(Bladder)
2635,Mesenchymal stromal cell(Bladder)
2636,Urothelium(Bladder)
2637,Mesenchymal stromal cell(Bladder)
2638,Mesenchymal stromal cell(Bladder)
2639,Basal epithelial cell(Bladder)
2640,Stromal cell_Dpt high(Bladder)
2641,Mesenchymal stromal cell(Bladder)
2642,Mesenchymal stromal cell(Bladder)
2643,Stromal cell_Dpt high(Bladder)
2644,Dendritic cell_Cd74 high(Bladder)
2645,Epithelial cell_Gm23935 high(Bladder)
2646,Stromal cell_Dpt high(Bladder)
2647,Epithelial cell_Upk3a high(Bladder)
2648,Mesenchymal stromal cell(Bladder)
2649,Mesenchymal stromal cell(Bladder)
2650,Stromal cell_Car3 high(Bladder)
2651,Urothelium(Bladder)
2652,Macrophage_Pf4 high(Bladder)
2653,Stromal cell_Dpt high(Bladder)
2654,Mesenchymal stromal cell(Bladder)
2655,Epithelial cell_Upk3a high(Bladder)
2656,Epithelial cell_Upk3a high(Bladder)
2657,Stromal cell_Dpt high(Bladder)
2658,Basal epithelial cell(Bladder)
2659,Epithelial cell_Upk3a high(Bladder)
2660,Epithelial cell_Gm23935 high(Bladder)
2661,Mesenchymal stromal cell(Bladder)
2662,Smooth muscle cell(Bladder)
2663,Endothelial cell_Ly6c1 high(Bladder)
2664,Stromal cell_Car3 high(Bladder)
2665,Epithelial cell_Upk3a high(Bladder)
2666,Stromal cell_Dpt high(Bladder)
2667,Mesenchymal stromal cell(Bladder)
2668,Mesenchymal stromal cell(Bladder)
2669,Stromal cell_Car3 high(Bladder)
2670,Epithelial cell_Gm23935 high(Bladder)
2671,NK cell(Bladder)
2672,Mesenchymal stromal cell(Bladder)
2673,Mesenchymal stromal cell(Bladder)
2674,Epithelial cell_Upk3a high(Bladder)
2675,Stromal cell_Dpt high(Bladder)
2676,Stromal cell_Dpt high(Bladder)
2677,Urothelium(Bladder)
2678,Basal epithelial cell(Bladder)
2679,Urothelium(Bladder)
2680,Epithelial cell_Upk3a high(Bladder)
2681,Basal epithelial cell(Bladder)
2682,Vascular endothelial cell(Bladder)
2683,Epithelial cell_Upk3a high(Bladder)
2684,Urothelium(Bladder)
2685,Mesenchymal stromal cell(Bladder)
2686,Epithelial cell_Upk3a high(Bladder)
2687,Smooth muscle cell(Bladder)
2688,Epithelial cell_Gm23935 high(Bladder)
2689,Mesenchymal stromal cell(Bladder)
2690,Mesenchymal stromal cell(Bladder)
2691,Mesenchymal stromal cell(Bladder)
2692,Epithelial cell_Upk3a high(Bladder)
2693,Epithelial cell_Upk3a high(Bladder)
2694,Epithelial cell_Upk3a high(Bladder)
2695,Vascular endothelial cell(Bladder)
2696,Epithelial cell_Upk3a high(Bladder)
2697,Epithelial cell_Upk3a high(Bladder)
2698,Epithelial cell_Upk3a high(Bladder)
2699,Urothelium(Bladder)
2700,Urothelium(Bladder)
2701,Epithelial cell_Upk3a high(Bladder)
2702,Urothelium(Bladder)
2703,Basal epithelial cell(Bladder)
2704,Epithelial cell_Gm23935 high(Bladder)
2705,Stromal cell_Car3 high(Bladder)
2706,Urothelium(Bladder)
2707,Mesenchymal stromal cell(Bladder)
2708,Vascular smooth muscle progenitor cell(Bladder)
2709,Stromal cell_Dpt high(Bladder)
2710,Stromal cell_Dpt high(Bladder)
2711,Epithelial cell_Upk3a high(Bladder)
2712,Dendritic cell_Lyz2 high(Bladder)
2713,Basal epithelial cell(Bladder)
2714,Urothelium(Bladder)
2715,Urothelium(Bladder)
2716,Urothelium(Bladder)
2717,Epithelial cell_Upk3a high(Bladder)
2718,Urothelium(Bladder)
2719,Epithelial cell_Gm23935 high(Bladder)
2720,Basal epithelial cell(Bladder)
2721,Epithelial cell_Upk3a high(Bladder)
2722,Urothelium(Bladder)
2723,Urothelium(Bladder)
2724,Epithelial cell_Upk3a high(Bladder)
2725,Epithelial cell_Upk3a high(Bladder)
2726,Urothelium(Bladder)
2727,Urothelium(Bladder)
2728,Urothelium(Bladder)
2729,Urothelium(Bladder)
2730,Urothelium(Bladder)
2731,Urothelium(Bladder)
2732,Urothelium(Bladder)
2733,Urothelium(Bladder)
2734,Urothelium(Bladder)
2735,Urothelium(Bladder)
2736,Epithelial cell_Upk3a high(Bladder)
2737,Epithelial cell_Upk3a high(Bladder)
2738,Urothelium(Bladder)
2739,Urothelium(Bladder)
2740,Epithelial cell_Upk3a high(Bladder)
2741,Urothelium(Bladder)
2742,Urothelium(Bladder)
2743,Epithelial cell_Upk3a high(Bladder)
2744,Urothelium(Bladder)
2745,Urothelium(Bladder)
0,Schwann cell(Brain)
1,Macrophage_Lyz2 high(Brain)
2,Schwann cell(Brain)
3,Macrophage_Lyz2 high(Brain)
4,Myelinating oligodendrocyte(Brain)
5,Myelinating oligodendrocyte(Brain)
6,Myelinating oligodendrocyte(Brain)
7,Schwann cell(Brain)
8,Myelinating oligodendrocyte(Brain)
9,Myelinating oligodendrocyte(Brain)
10,Myelinating oligodendrocyte(Brain)
11,Myelinating oligodendrocyte(Brain)
12,Myelinating oligodendrocyte(Brain)
13,Myelinating oligodendrocyte(Brain)
14,Myelinating oligodendrocyte(Brain)
15,Myelinating oligodendrocyte(Brain)
16,Schwann cell(Brain)
17,Schwann cell(Brain)
18,Myelinating oligodendrocyte(Brain)
19,Myelinating oligodendrocyte(Brain)
20,Myelinating oligodendrocyte(Brain)
21,Myelinating oligodendrocyte(Brain)
22,Myelinating oligodendrocyte(Brain)
23,Myelinating oligodendrocyte(Brain)
24,Myelinating oligodendrocyte(Brain)
25,Myelinating oligodendrocyte(Brain)
26,Myelinating oligodendrocyte(Brain)
27,Astrocyte_Mfe8 high(Brain)
28,Myelinating oligodendrocyte(Brain)
29,Myelinating oligodendrocyte(Brain)
30,Macrophage_Klf2 high(Brain)
31,Myelinating oligodendrocyte(Brain)
32,Myelinating oligodendrocyte(Brain)
33,Myelinating oligodendrocyte(Brain)
34,Myelinating oligodendrocyte(Brain)
35,Myelinating oligodendrocyte(Brain)
36,Myelinating oligodendrocyte(Brain)
37,Myelinating oligodendrocyte(Brain)
38,Astroglial cell(Bergman glia)(Brain)
39,Myelinating oligodendrocyte(Brain)
40,Myelinating oligodendrocyte(Brain)
41,Myelinating oligodendrocyte(Brain)
42,Myelinating oligodendrocyte(Brain)
43,Astroglial cell(Bergman glia)(Brain)
44,Myelinating oligodendrocyte(Brain)
45,Myelinating oligodendrocyte(Brain)
46,Myelinating oligodendrocyte(Brain)
47,Myelinating oligodendrocyte(Brain)
48,Myelinating oligodendrocyte(Brain)
49,Myelinating oligodendrocyte(Brain)
50,Myelinating oligodendrocyte(Brain)
51,Myelinating oligodendrocyte(Brain)
52,Myelinating oligodendrocyte(Brain)
53,Myelinating oligodendrocyte(Brain)
54,Myelinating oligodendrocyte(Brain)
55,Myelinating oligodendrocyte(Brain)
56,Myelinating oligodendrocyte(Brain)
57,Myelinating oligodendrocyte(Brain)
58,Myelinating oligodendrocyte(Brain)
59,Myelinating oligodendrocyte(Brain)
60,Myelinating oligodendrocyte(Brain)
61,Myelinating oligodendrocyte(Brain)
62,Pan-GABAergic(Brain)
63,Myelinating oligodendrocyte(Brain)
64,Pan-GABAergic(Brain)
65,Myelinating oligodendrocyte(Brain)
66,Myelinating oligodendrocyte(Brain)
67,Myelinating oligodendrocyte(Brain)
68,Myelinating oligodendrocyte(Brain)
69,Myelinating oligodendrocyte(Brain)
70,Oligodendrocyte precursor cell(Brain)
71,Myelinating oligodendrocyte(Brain)
72,Myelinating oligodendrocyte(Brain)
73,Myelinating oligodendrocyte(Brain)
74,Myelinating oligodendrocyte(Brain)
75,Myelinating oligodendrocyte(Brain)
76,Myelinating oligodendrocyte(Brain)
77,Myelinating oligodendrocyte(Brain)
78,Myelinating oligodendrocyte(Brain)
79,Myelinating oligodendrocyte(Brain)
80,Myelinating oligodendrocyte(Brain)
81,Neuron(Brain)
82,Myelinating oligodendrocyte(Brain)
83,Myelinating oligodendrocyte(Brain)
84,Myelinating oligodendrocyte(Brain)
85,Myelinating oligodendrocyte(Brain)
86,Myelinating oligodendrocyte(Brain)
87,Myelinating oligodendrocyte(Brain)
88,Myelinating oligodendrocyte(Brain)
89,Myelinating oligodendrocyte(Brain)
90,Myelinating oligodendrocyte(Brain)
91,Myelinating oligodendrocyte(Brain)
92,Myelinating oligodendrocyte(Brain)
93,Myelinating oligodendrocyte(Brain)
94,Myelinating oligodendrocyte(Brain)
95,Oligodendrocyte precursor cell(Brain)
96,Myelinating oligodendrocyte(Brain)
97,Myelinating oligodendrocyte(Brain)
98,Myelinating oligodendrocyte(Brain)
99,Macrophage_Klf2 high(Brain)
100,Myelinating oligodendrocyte(Brain)
101,Myelinating oligodendrocyte(Brain)
102,Myelinating oligodendrocyte(Brain)
103,Myelinating oligodendrocyte(Brain)
104,Myelinating oligodendrocyte(Brain)
105,Myelinating oligodendrocyte(Brain)
106,Myelinating oligodendrocyte(Brain)
107,Myelinating oligodendrocyte(Brain)
108,Myelinating oligodendrocyte(Brain)
109,Macrophage_Lyz2 high(Brain)
110,Myelinating oligodendrocyte(Brain)
111,Myelinating oligodendrocyte(Brain)
112,Myelinating oligodendrocyte(Brain)
113,Myelinating oligodendrocyte(Brain)
114,Myelinating oligodendrocyte(Brain)
115,Myelinating oligodendrocyte(Brain)
116,Myelinating oligodendrocyte(Brain)
117,Myelinating oligodendrocyte(Brain)
118,Myelinating oligodendrocyte(Brain)
119,Myelinating oligodendrocyte(Brain)
120,Myelinating oligodendrocyte(Brain)
121,Myelinating oligodendrocyte(Brain)
122,Myelinating oligodendrocyte(Brain)
123,Myelinating oligodendrocyte(Brain)
124,Myelinating oligodendrocyte(Brain)
125,Myelinating oligodendrocyte(Brain)
126,Myelinating oligodendrocyte(Brain)
127,Oligodendrocyte precursor cell(Brain)
128,Myelinating oligodendrocyte(Brain)
129,Myelinating oligodendrocyte(Brain)
130,Myelinating oligodendrocyte(Brain)
131,Myelinating oligodendrocyte(Brain)
132,Myelinating oligodendrocyte(Brain)
133,Myelinating oligodendrocyte(Brain)
134,Myelinating oligodendrocyte(Brain)
135,Myelinating oligodendrocyte(Brain)
136,Myelinating oligodendrocyte(Brain)
137,Myelinating oligodendrocyte(Brain)
138,Myelinating oligodendrocyte(Brain)
139,Oligodendrocyte precursor cell(Brain)
140,Myelinating oligodendrocyte(Brain)
141,Myelinating oligodendrocyte(Brain)
142,Myelinating oligodendrocyte(Brain)
143,Myelinating oligodendrocyte(Brain)
144,Myelinating oligodendrocyte(Brain)
145,Astroglial cell(Bergman glia)(Brain)
146,Myelinating oligodendrocyte(Brain)
147,Myelinating oligodendrocyte(Brain)
148,Myelinating oligodendrocyte(Brain)
149,Myelinating oligodendrocyte(Brain)
150,Myelinating oligodendrocyte(Brain)
151,Myelinating oligodendrocyte(Brain)
152,Myelinating oligodendrocyte(Brain)
153,Myelinating oligodendrocyte(Brain)
154,Myelinating oligodendrocyte(Brain)
155,Myelinating oligodendrocyte(Brain)
156,Myelinating oligodendrocyte(Brain)
157,Myelinating oligodendrocyte(Brain)
158,Myelinating oligodendrocyte(Brain)
159,Myelinating oligodendrocyte(Brain)
160,Myelinating oligodendrocyte(Brain)
161,Astroglial cell(Bergman glia)(Brain)
162,Myelinating oligodendrocyte(Brain)
163,Pan-GABAergic(Brain)
164,Myelinating oligodendrocyte(Brain)
165,Myelinating oligodendrocyte(Brain)
166,Myelinating oligodendrocyte(Brain)
167,Myelinating oligodendrocyte(Brain)
168,Myelinating oligodendrocyte(Brain)
169,Myelinating oligodendrocyte(Brain)
170,Myelinating oligodendrocyte(Brain)
171,Myelinating oligodendrocyte(Brain)
172,Myelinating oligodendrocyte(Brain)
173,Myelinating oligodendrocyte(Brain)
174,Myelinating oligodendrocyte(Brain)
175,Myelinating oligodendrocyte(Brain)
176,Myelinating oligodendrocyte(Brain)
177,Myelinating oligodendrocyte(Brain)
178,Myelinating oligodendrocyte(Brain)
179,Myelinating oligodendrocyte(Brain)
180,Myelinating oligodendrocyte(Brain)
181,Myelinating oligodendrocyte(Brain)
182,Myelinating oligodendrocyte(Brain)
183,Myelinating oligodendrocyte(Brain)
184,Myelinating oligodendrocyte(Brain)
185,Astroglial cell(Bergman glia)(Brain)
186,Myelinating oligodendrocyte(Brain)
187,Myelinating oligodendrocyte(Brain)
188,Myelinating oligodendrocyte(Brain)
189,Myelinating oligodendrocyte(Brain)
190,Myelinating oligodendrocyte(Brain)
191,Myelinating oligodendrocyte(Brain)
192,Myelinating oligodendrocyte(Brain)
193,Myelinating oligodendrocyte(Brain)
194,Myelinating oligodendrocyte(Brain)
195,Myelinating oligodendrocyte(Brain)
196,Pan-GABAergic(Brain)
197,Myelinating oligodendrocyte(Brain)
198,Myelinating oligodendrocyte(Brain)
199,Myelinating oligodendrocyte(Brain)
200,Myelinating oligodendrocyte(Brain)
201,Myelinating oligodendrocyte(Brain)
202,Myelinating oligodendrocyte(Brain)
203,Myelinating oligodendrocyte(Brain)
204,Myelinating oligodendrocyte(Brain)
205,Myelinating oligodendrocyte(Brain)
206,Myelinating oligodendrocyte(Brain)
207,Myelinating oligodendrocyte(Brain)
208,Myelinating oligodendrocyte(Brain)
209,Myelinating oligodendrocyte(Brain)
210,Myelinating oligodendrocyte(Brain)
211,Myelinating oligodendrocyte(Brain)
212,Myelinating oligodendrocyte(Brain)
213,Oligodendrocyte precursor cell(Brain)
214,Myelinating oligodendrocyte(Brain)
215,Myelinating oligodendrocyte(Brain)
216,Myelinating oligodendrocyte(Brain)
217,Myelinating oligodendrocyte(Brain)
218,Myelinating oligodendrocyte(Brain)
219,Myelinating oligodendrocyte(Brain)
220,Myelinating oligodendrocyte(Brain)
221,Myelinating oligodendrocyte(Brain)
222,Myelinating oligodendrocyte(Brain)
223,Myelinating oligodendrocyte(Brain)
224,Myelinating oligodendrocyte(Brain)
225,Myelinating oligodendrocyte(Brain)
226,Myelinating oligodendrocyte(Brain)
227,Myelinating oligodendrocyte(Brain)
228,Myelinating oligodendrocyte(Brain)
229,Myelinating oligodendrocyte(Brain)
230,Oligodendrocyte precursor cell(Brain)
231,Myelinating oligodendrocyte(Brain)
232,Astrocyte_Mfe8 high(Brain)
233,Myelinating oligodendrocyte(Brain)
234,Pan-GABAergic(Brain)
235,Myelinating oligodendrocyte(Brain)
236,Myelinating oligodendrocyte(Brain)
